process,pump_make,pump_model,pump_runtime_hrs,status
CVD,Edwards,E1000,16054.9,Failed
Diffusion,Busch,B2500,15440.6,Failed
CVD,Edwards,E1000,12502.4,Failed
Etch,Busch,B500,1844.0,Running
Etch,Edwards,E1000,28550.0,Failed
Etch,Edwards,E3000,28886.9,Failed
CVD,Edwards,E1000,1875.1,Failed
CVD,Edwards,E2000,12364.1,Running
Diffusion,Edwards,E3000,28747.3,Failed
Etch,Busch,B2500,20427.3,Running
CVD,Busch,B2500,53451.5,Failed
CVD,Edwards,E1000,8961.1,Running
CVD,Edwards,E1000,12504.7,Failed
Etch,Busch,B2500,34735.3,Running
Diffusion,Edwards,E3000,24143.6,Running
Diffusion,Edwards,E1000,32850.1,Failed
Etch,Edwards,E3000,2007.4,Failed
CVD,Busch,B1500,18725.0,Failed
Etch,Edwards,E2000,27086.7,Running
Etch,Busch,B500,867.9,Running
Etch,Edwards,E1000,10379.7,Failed
Etch,Busch,B500,4552.7,Failed
Diffusion,Edwards,E3000,37893.2,Failed
CVD,Edwards,E3000,12135.2,Failed
Diffusion,Busch,B2500,33624.5,Running
Etch,Edwards,E3000,4602.9,Running
Diffusion,Busch,B2500,20537.0,Failed
CVD,Edwards,E1000,19486.9,Failed
Diffusion,Edwards,E2000,26501.1,Failed
CVD,Busch,B1500,17702.0,Failed
Etch,Busch,B1500,34172.1,Failed
Diffusion,Busch,B1500,15265.9,Running
Etch,Edwards,E3000,398.7,Running
CVD,Edwards,E1000,14104.4,Failed
Etch,Edwards,E1000,20070.8,Failed
Etch,Edwards,E3000,19258.2,Running
Diffusion,Edwards,E3000,23642.5,Running
Diffusion,Busch,B2500,17774.8,Failed
Etch,Busch,B1500,2323.5,Failed
Etch,Busch,B2500,52455.3,Running
CVD,Edwards,E1000,19702.7,Failed
CVD,Busch,B2500,25146.6,Failed
Diffusion,Edwards,E3000,46985.1,Running
Etch,Busch,B2500,34851.8,Running
CVD,Edwards,E2000,11229.3,Running
Etch,Busch,B500,23203.0,Running
CVD,Edwards,E1000,9099.5,Failed
Diffusion,Busch,B2500,42954.4,Running
CVD,Edwards,E2000,16288.6,Running
Diffusion,Edwards,E3000,54968.5,Failed
Etch,Busch,B1500,3842.8,Running
Etch,Busch,B1500,34750.1,Failed
Etch,Busch,B2500,50398.4,Running
Etch,Busch,B2500,38610.5,Running
Diffusion,Edwards,E2000,4206.1,Running
CVD,Edwards,E2000,31022.8,Failed
Diffusion,Busch,B2500,21099.6,Failed
Etch,Busch,B500,18390.8,Failed
Diffusion,Edwards,E3000,40558.0,Failed
Etch,Busch,B500,6273.4,Failed
CVD,Edwards,E1000,4639.4,Failed
Etch,Busch,B1500,21404.0,Running
Diffusion,Edwards,E1000,19855.1,Failed
Diffusion,Busch,B2500,53983.8,Failed
CVD,Busch,B500,36602.9,Running
CVD,Edwards,E2000,25397.2,Failed
Diffusion,Busch,B2500,24995.2,Failed
Diffusion,Edwards,E1000,15532.3,Failed
Diffusion,Edwards,E3000,66661.6,Failed
Diffusion,Edwards,E2000,27634.7,Failed
Etch,Edwards,E1000,49112.1,Failed
Diffusion,Edwards,E2000,27363.4,Failed
CVD,Edwards,E1000,18332.8,Failed
CVD,Busch,B500,38815.2,Running
Etch,Busch,B1500,20887.3,Running
CVD,Edwards,E1000,10190.7,Running
Etch,Edwards,E3000,40153.0,Running
CVD,Edwards,E1000,6517.9,Failed
Etch,Edwards,E3000,6372.7,Failed
Diffusion,Edwards,E3000,31290.0,Running
CVD,Busch,B500,33304.8,Running
CVD,Busch,B500,45182.7,Running
Diffusion,Busch,B500,7546.2,Failed
Etch,Edwards,E1000,22135.2,Running
CVD,Busch,B1500,25003.2,Running
Diffusion,Edwards,E3000,23996.9,Running
CVD,Edwards,E3000,25534.1,Failed
CVD,Busch,B2500,32866.3,Running
Etch,Busch,B2500,22051.5,Failed
Diffusion,Edwards,E2000,6545.8,Failed
Diffusion,Edwards,E2000,4033.5,Running
Etch,Busch,B1500,25707.1,Running
Etch,Busch,B2500,24643.4,Failed
Diffusion,Busch,B2500,23704.3,Failed
CVD,Edwards,E3000,16347.1,Failed
CVD,Busch,B500,35503.1,Running
Etch,Busch,B1500,21344.2,Failed
CVD,Edwards,E2000,19635.8,Failed
Diffusion,Edwards,E2000,23359.0,Failed
CVD,Edwards,E1000,11132.3,Running
Diffusion,Edwards,E2000,7484.8,Running
Etch,Busch,B1500,19094.3,Running
Diffusion,Edwards,E1000,36024.8,Failed
Diffusion,Edwards,E2000,12618.6,Failed
Diffusion,Busch,B2500,38721.6,Failed
Etch,Busch,B1500,25982.3,Failed
CVD,Busch,B1500,24443.7,Failed
CVD,Edwards,E1000,2273.4,Running
Etch,Edwards,E2000,13267.4,Failed
CVD,Edwards,E3000,23464.6,Failed
Diffusion,Edwards,E2000,23063.7,Running
Etch,Edwards,E3000,20611.6,Running
Diffusion,Busch,B1500,11330.3,Failed
CVD,Busch,B500,18847.9,Failed
Etch,Busch,B2500,15972.3,Running
CVD,Edwards,E3000,20292.9,Running
Etch,Edwards,E1000,32576.1,Failed
CVD,Edwards,E1000,15414.4,Failed
Etch,Edwards,E2000,20878.6,Running
CVD,Edwards,E2000,8338.5,Failed
Diffusion,Edwards,E2000,11327.1,Failed
CVD,Edwards,E2000,26992.8,Failed
CVD,Busch,B1500,22371.5,Running
CVD,Edwards,E1000,6826.5,Running
CVD,Edwards,E1000,15750.3,Failed
Etch,Edwards,E3000,9526.8,Running
Etch,Edwards,E3000,6905.7,Running
Etch,Busch,B2500,23791.9,Failed
CVD,Edwards,E2000,53986.9,Failed
Etch,Busch,B1500,8257.0,Running
Etch,Busch,B2500,12590.8,Running
Diffusion,Edwards,E1000,32119.7,Failed
Diffusion,Edwards,E1000,23263.9,Running
CVD,Edwards,E2000,18811.0,Running
CVD,Busch,B500,46839.1,Failed
Diffusion,Edwards,E3000,44761.3,Running
Etch,Busch,B1500,27625.5,Failed
CVD,Edwards,E2000,4020.2,Running
Diffusion,Busch,B1500,21735.8,Failed
CVD,Edwards,E1000,8320.2,Failed
Etch,Busch,B500,7549.2,Failed
Diffusion,Edwards,E2000,14825.5,Running
Etch,Busch,B2500,50718.0,Running
Diffusion,Edwards,E2000,30090.2,Failed
Etch,Edwards,E1000,18535.7,Running
CVD,Edwards,E3000,3023.7,Running
CVD,Edwards,E1000,15262.2,Failed
Etch,Edwards,E3000,6443.7,Failed
Diffusion,Busch,B2500,23011.9,Running
CVD,Edwards,E1000,20744.5,Failed
CVD,Edwards,E3000,3602.3,Failed
Etch,Busch,B1500,26236.4,Running
CVD,Edwards,E1000,28879.9,Failed
Diffusion,Edwards,E3000,32202.4,Failed
Diffusion,Edwards,E2000,21741.7,Running
Etch,Busch,B1500,23747.7,Failed
Diffusion,Edwards,E2000,12598.6,Failed
Etch,Busch,B1500,35867.2,Failed
Etch,Busch,B2500,6219.0,Failed
Etch,Busch,B1500,19160.4,Failed
Diffusion,Busch,B1500,33602.5,Running
CVD,Edwards,E1000,4622.7,Failed
CVD,Edwards,E3000,46273.3,Failed
Etch,Edwards,E1000,9813.4,Running
CVD,Edwards,E1000,10960.9,Running
Diffusion,Edwards,E3000,41736.8,Failed
Etch,Busch,B1500,34479.8,Failed
Diffusion,Busch,B2500,23104.5,Failed
Etch,Busch,B1500,39621.7,Failed
CVD,Busch,B2500,45353.7,Failed
Diffusion,Busch,B2500,10243.2,Failed
Etch,Busch,B1500,30819.9,Failed
Etch,Edwards,E3000,1294.2,Running
CVD,Edwards,E1000,24144.1,Failed
CVD,Edwards,E1000,11188.5,Failed
Diffusion,Edwards,E1000,31004.4,Failed
CVD,Edwards,E1000,5336.3,Failed
Diffusion,Busch,B2500,44398.9,Failed
Etch,Edwards,E1000,10023.6,Running
Etch,Edwards,E1000,33845.1,Failed
Etch,Edwards,E1000,22901.6,Failed
Diffusion,Edwards,E1000,23803.6,Failed
Diffusion,Edwards,E3000,21944.9,Failed
Etch,Edwards,E1000,22062.7,Failed
CVD,Edwards,E1000,17921.9,Failed
Etch,Busch,B1500,43499.5,Failed
Etch,Edwards,E2000,26272.5,Running
Etch,Busch,B500,5727.8,Failed
Diffusion,Edwards,E1000,47218.1,Running
CVD,Edwards,E1000,16374.7,Running
CVD,Edwards,E1000,1572.0,Running
Diffusion,Busch,B500,34120.1,Failed
CVD,Busch,B1500,22587.2,Running
Diffusion,Edwards,E1000,21956.2,Failed
Etch,Busch,B1500,7882.4,Running
Diffusion,Edwards,E3000,35618.2,Running
Diffusion,Busch,B500,1218.3,Running
Etch,Edwards,E3000,19664.7,Running
CVD,Edwards,E3000,8689.3,Failed
Etch,Edwards,E2000,28105.4,Failed
Etch,Edwards,E1000,15815.0,Running
Diffusion,Edwards,E1000,11616.5,Failed
CVD,Busch,B1500,16740.2,Failed
CVD,Edwards,E1000,11190.8,Running
Diffusion,Busch,B500,15620.3,Failed
Diffusion,Edwards,E3000,29679.1,Failed
Etch,Edwards,E3000,3994.2,Running
Diffusion,Busch,B2500,25611.8,Running
Etch,Busch,B1500,16616.1,Running
Diffusion,Edwards,E3000,38561.3,Running
Diffusion,Edwards,E2000,29379.7,Failed
Etch,Busch,B2500,24817.6,Failed
Etch,Busch,B2500,32524.5,Failed
Etch,Busch,B500,3992.4,Failed
Etch,Busch,B1500,10767.2,Failed
Etch,Busch,B2500,39213.8,Failed
Etch,Edwards,E3000,6537.3,Running
Etch,Edwards,E1000,36325.6,Failed
CVD,Edwards,E1000,5481.6,Failed
Etch,Busch,B2500,43832.4,Failed
CVD,Busch,B500,50189.4,Failed
Etch,Busch,B2500,22914.4,Running
Etch,Busch,B2500,20348.0,Failed
Etch,Edwards,E1000,27348.2,Failed
CVD,Edwards,E1000,8328.1,Failed
Etch,Edwards,E1000,39442.1,Failed
CVD,Busch,B500,43933.5,Failed
Diffusion,Edwards,E1000,34349.1,Failed
Etch,Busch,B2500,12286.3,Failed
Diffusion,Edwards,E3000,40457.0,Running
Etch,Busch,B1500,17884.5,Failed
Etch,Busch,B2500,14293.5,Running
Etch,Edwards,E1000,4305.1,Running
Etch,Edwards,E1000,14381.4,Running
Diffusion,Busch,B2500,47115.4,Failed
Etch,Busch,B2500,16679.9,Running
CVD,Busch,B2500,45211.0,Failed
Diffusion,Edwards,E2000,20938.0,Failed
CVD,Edwards,E3000,6179.1,Failed
Diffusion,Busch,B2500,13346.7,Failed
Etch,Edwards,E3000,2765.5,Failed
Diffusion,Edwards,E1000,29308.3,Failed
CVD,Edwards,E2000,4229.3,Running
CVD,Busch,B500,40163.2,Running
Diffusion,Busch,B500,459.7,Running
CVD,Edwards,E2000,6819.7,Running
Diffusion,Edwards,E3000,61261.3,Failed
CVD,Edwards,E1000,23712.4,Failed
Etch,Busch,B2500,35711.1,Failed
CVD,Busch,B2500,50844.8,Running
CVD,Edwards,E1000,9475.8,Failed
Diffusion,Edwards,E3000,28876.9,Failed
CVD,Edwards,E2000,32975.5,Running
Etch,Edwards,E3000,22801.9,Failed
CVD,Edwards,E3000,1125.5,Failed
Diffusion,Busch,B2500,35630.4,Running
Etch,Edwards,E1000,32231.0,Failed
CVD,Edwards,E2000,8669.8,Running
CVD,Busch,B1500,15126.4,Failed
Diffusion,Edwards,E1000,42413.9,Failed
CVD,Busch,B500,23295.6,Failed
Diffusion,Edwards,E3000,23440.9,Running
Diffusion,Edwards,E2000,29052.4,Failed
CVD,Edwards,E1000,16373.2,Failed
Etch,Busch,B1500,9121.2,Running
Diffusion,Edwards,E3000,16582.9,Running
Diffusion,Edwards,E2000,1897.5,Running
Diffusion,Edwards,E2000,12934.2,Failed
Etch,Edwards,E1000,13804.5,Failed
Etch,Edwards,E3000,5124.4,Running
Etch,Edwards,E2000,17333.1,Failed
Etch,Edwards,E2000,9110.0,Running
Etch,Busch,B500,27315.5,Failed
Etch,Edwards,E3000,15115.4,Failed
Diffusion,Edwards,E3000,37428.5,Running
Etch,Edwards,E3000,1760.5,Running
Etch,Busch,B2500,15375.2,Failed
Etch,Busch,B2500,24689.3,Running
CVD,Edwards,E1000,9859.8,Failed
Etch,Busch,B500,52101.8,Running
CVD,Busch,B1500,3597.1,Running
Etch,Busch,B2500,38655.7,Running
CVD,Edwards,E3000,26382.5,Failed
Etch,Edwards,E2000,11831.1,Failed
Diffusion,Edwards,E3000,30573.1,Running
Etch,Busch,B1500,38874.9,Failed
Etch,Edwards,E1000,43760.0,Failed
Diffusion,Busch,B500,2028.1,Running
Diffusion,Edwards,E2000,1350.2,Running
Etch,Busch,B1500,25308.0,Failed
Etch,Busch,B2500,44591.3,Failed
CVD,Edwards,E1000,13753.4,Failed
CVD,Busch,B500,17538.6,Running
CVD,Edwards,E1000,2590.9,Running
CVD,Edwards,E1000,26351.1,Failed
CVD,Edwards,E3000,1024.1,Running
Etch,Edwards,E1000,25327.7,Failed
Diffusion,Busch,B2500,24614.5,Running
CVD,Busch,B500,25438.7,Running
CVD,Busch,B2500,35147.1,Failed
CVD,Edwards,E1000,36222.2,Failed
Etch,Edwards,E2000,20335.4,Running
Etch,Busch,B2500,12941.1,Running
CVD,Edwards,E3000,14537.0,Failed
Etch,Busch,B2500,50851.3,Failed
Etch,Edwards,E2000,17007.2,Failed
Diffusion,Edwards,E3000,37239.8,Running
Diffusion,Busch,B1500,9065.5,Running
Etch,Busch,B2500,37386.6,Failed
Etch,Edwards,E1000,27170.2,Failed
CVD,Edwards,E1000,4115.9,Failed
Diffusion,Busch,B2500,16364.8,Failed
Diffusion,Edwards,E3000,25622.8,Running
Diffusion,Edwards,E2000,20442.9,Running
Etch,Busch,B1500,36386.7,Failed
CVD,Edwards,E3000,30122.9,Failed
Diffusion,Busch,B2500,28442.0,Running
CVD,Edwards,E3000,9476.8,Failed
Diffusion,Busch,B2500,30191.9,Running
CVD,Busch,B1500,2872.0,Failed
CVD,Busch,B1500,29361.9,Failed
Etch,Busch,B1500,19401.5,Running
CVD,Busch,B2500,70972.7,Failed
Diffusion,Edwards,E3000,38528.3,Running
CVD,Edwards,E1000,31647.7,Running
Etch,Busch,B1500,13026.1,Failed
Etch,Edwards,E1000,10928.6,Failed
CVD,Busch,B500,42901.8,Running
Etch,Edwards,E1000,25397.3,Running
Etch,Edwards,E3000,4897.6,Running
Etch,Busch,B500,4094.5,Failed
Diffusion,Busch,B500,1251.6,Running
Etch,Edwards,E3000,11448.7,Running
Diffusion,Edwards,E2000,7590.7,Failed
Etch,Edwards,E2000,48550.6,Running
CVD,Busch,B2500,35777.3,Running
Etch,Busch,B1500,33650.9,Failed
Diffusion,Edwards,E2000,16813.5,Failed
Etch,Busch,B1500,33674.0,Failed
CVD,Edwards,E1000,19193.7,Running
CVD,Edwards,E2000,22255.9,Running
Etch,Busch,B1500,52711.1,Running
Diffusion,Edwards,E1000,14556.9,Failed
Etch,Busch,B1500,25129.3,Failed
Etch,Busch,B2500,19666.7,Running
Diffusion,Edwards,E1000,30270.0,Failed
CVD,Busch,B500,32453.9,Running
CVD,Edwards,E1000,35294.5,Failed
CVD,Busch,B1500,15502.7,Running
Diffusion,Edwards,E3000,58577.3,Failed
CVD,Edwards,E2000,40982.8,Failed
Etch,Busch,B500,3122.5,Failed
CVD,Edwards,E2000,52717.0,Running
CVD,Edwards,E1000,6412.9,Failed
CVD,Edwards,E1000,22552.8,Failed
CVD,Edwards,E2000,41786.9,Failed
Etch,Busch,B1500,4677.5,Running
Etch,Busch,B500,13721.6,Failed
CVD,Edwards,E3000,3836.6,Running
Diffusion,Edwards,E2000,8097.9,Running
Etch,Busch,B1500,19526.9,Running
Etch,Busch,B2500,31353.1,Running
Diffusion,Busch,B1500,4513.6,Running
Diffusion,Edwards,E2000,16329.5,Failed
CVD,Busch,B500,23619.8,Failed
Etch,Busch,B2500,33329.4,Running
Diffusion,Busch,B2500,45256.2,Failed
CVD,Edwards,E3000,10038.8,Failed
Diffusion,Edwards,E2000,6063.6,Failed
Etch,Edwards,E2000,44562.2,Failed
Diffusion,Busch,B2500,42402.9,Failed
Diffusion,Edwards,E3000,31127.5,Failed
Etch,Busch,B2500,12257.5,Running
Etch,Busch,B500,7808.8,Failed
Etch,Busch,B1500,14898.6,Failed
Diffusion,Edwards,E1000,24777.4,Running
CVD,Edwards,E2000,18270.6,Failed
CVD,Edwards,E1000,26869.0,Failed
Diffusion,Edwards,E2000,6536.7,Failed
CVD,Busch,B500,29564.8,Running
Etch,Busch,B1500,21783.0,Failed
Diffusion,Edwards,E2000,24831.8,Failed
Diffusion,Busch,B2500,33642.5,Running
Diffusion,Edwards,E3000,51121.6,Failed
CVD,Edwards,E3000,6561.3,Running
Diffusion,Edwards,E2000,27881.5,Failed
Etch,Edwards,E2000,24151.5,Running
Diffusion,Edwards,E2000,15463.2,Failed
Diffusion,Edwards,E3000,50478.8,Running
Etch,Edwards,E1000,2894.9,Running
Diffusion,Edwards,E3000,52118.0,Running
Diffusion,Edwards,E2000,12540.1,Running
Etch,Busch,B2500,8941.8,Running
Etch,Edwards,E1000,21229.4,Failed
CVD,Edwards,E3000,15721.9,Running
CVD,Busch,B1500,33648.9,Failed
Diffusion,Edwards,E1000,33210.2,Running
Diffusion,Edwards,E3000,41761.9,Failed
CVD,Busch,B500,59778.2,Failed
CVD,Busch,B500,30138.8,Failed
CVD,Busch,B500,26978.0,Failed
Etch,Busch,B2500,35967.7,Failed
Etch,Edwards,E1000,19038.8,Running
Etch,Busch,B1500,17291.1,Failed
CVD,Busch,B2500,33232.4,Running
CVD,Edwards,E1000,8289.9,Failed
CVD,Edwards,E1000,5770.2,Failed
CVD,Edwards,E2000,46517.8,Failed
Diffusion,Edwards,E2000,10214.7,Running
Etch,Busch,B500,11678.8,Failed
CVD,Edwards,E1000,9591.4,Running
Etch,Edwards,E1000,38672.5,Failed
Diffusion,Edwards,E2000,2819.5,Running
CVD,Edwards,E1000,17196.7,Failed
Etch,Busch,B500,5420.6,Failed
Diffusion,Busch,B1500,11716.2,Failed
CVD,Edwards,E1000,18772.7,Failed
Etch,Busch,B500,6146.9,Failed
Diffusion,Busch,B2500,32570.4,Failed
Etch,Busch,B1500,27633.6,Running
Diffusion,Busch,B2500,43964.3,Failed
Diffusion,Edwards,E2000,1615.1,Running
Etch,Busch,B1500,4326.4,Running
Diffusion,Edwards,E1000,15109.4,Failed
Diffusion,Edwards,E2000,13517.0,Failed
CVD,Edwards,E2000,11270.1,Failed
CVD,Busch,B1500,32221.6,Failed
CVD,Edwards,E3000,13948.8,Running
Etch,Busch,B500,16094.2,Failed
Etch,Busch,B500,48411.3,Failed
Diffusion,Busch,B1500,23451.0,Failed
Etch,Busch,B1500,10761.9,Running
Etch,Busch,B500,52.2,Running
Etch,Busch,B1500,19222.2,Failed
Etch,Busch,B1500,40502.0,Failed
Etch,Busch,B2500,31829.4,Running
Diffusion,Busch,B1500,28111.3,Failed
Diffusion,Edwards,E2000,8088.2,Failed
Etch,Edwards,E3000,415.7,Running
Diffusion,Edwards,E1000,4888.9,Failed
Diffusion,Busch,B2500,16990.4,Failed
Diffusion,Edwards,E3000,34309.3,Running
Diffusion,Edwards,E1000,11130.6,Failed
CVD,Edwards,E1000,4569.3,Running
Etch,Busch,B2500,46832.0,Failed
Diffusion,Busch,B1500,35940.2,Failed
CVD,Busch,B500,25549.6,Failed
CVD,Edwards,E2000,36625.0,Failed
Etch,Edwards,E1000,22296.1,Running
Diffusion,Busch,B2500,20217.3,Running
Diffusion,Busch,B2500,13801.2,Running
Etch,Edwards,E3000,44368.1,Failed
Diffusion,Busch,B2500,12175.7,Failed
CVD,Edwards,E3000,32630.5,Failed
Diffusion,Busch,B2500,43247.3,Running
Etch,Edwards,E1000,15690.9,Failed
Etch,Edwards,E2000,18180.1,Failed
CVD,Edwards,E1000,14937.6,Failed
Diffusion,Busch,B1500,16436.6,Failed
CVD,Busch,B500,30519.2,Running
Etch,Busch,B500,10112.2,Failed
Diffusion,Edwards,E3000,32975.1,Failed
CVD,Edwards,E1000,17216.9,Failed
Etch,Busch,B500,6841.7,Running
Diffusion,Edwards,E1000,29144.4,Running
Diffusion,Edwards,E3000,39390.9,Running
Etch,Edwards,E2000,36531.3,Running
CVD,Busch,B1500,9254.4,Failed
CVD,Edwards,E3000,1020.5,Running
Diffusion,Edwards,E3000,31187.9,Failed
Etch,Edwards,E3000,15781.6,Failed
Etch,Busch,B1500,12208.9,Running
CVD,Edwards,E1000,5283.6,Failed
CVD,Busch,B2500,15402.3,Running
Diffusion,Edwards,E3000,46408.7,Running
CVD,Edwards,E1000,13689.9,Running
CVD,Edwards,E1000,12830.1,Running
Etch,Busch,B1500,21858.4,Failed
CVD,Edwards,E1000,35770.1,Failed
Etch,Busch,B1500,38845.5,Failed
Diffusion,Edwards,E2000,32152.8,Failed
Etch,Busch,B1500,20928.5,Failed
CVD,Busch,B500,35538.3,Failed
Etch,Edwards,E1000,6394.1,Running
CVD,Busch,B500,30268.9,Failed
CVD,Edwards,E1000,11938.6,Failed
Etch,Edwards,E3000,9658.9,Failed
Etch,Busch,B2500,13295.4,Failed
Etch,Busch,B1500,26097.7,Failed
Etch,Edwards,E2000,17219.6,Failed
CVD,Edwards,E1000,24955.5,Failed
Etch,Busch,B1500,8955.8,Failed
CVD,Busch,B500,43577.4,Failed
Etch,Busch,B2500,19762.2,Failed
Diffusion,Edwards,E2000,30164.1,Failed
Etch,Busch,B1500,26879.6,Running
Diffusion,Busch,B2500,47633.8,Running
Diffusion,Edwards,E2000,45877.4,Failed
Etch,Busch,B2500,43278.9,Failed
Etch,Edwards,E3000,43062.2,Failed
Etch,Busch,B1500,29303.9,Running
Etch,Busch,B1500,25415.6,Failed
Diffusion,Busch,B500,6458.2,Failed
Etch,Edwards,E2000,23680.6,Running
Etch,Edwards,E1000,32619.1,Failed
CVD,Edwards,E1000,23351.3,Failed
Diffusion,Edwards,E2000,28599.9,Failed
CVD,Busch,B500,36066.1,Failed
CVD,Busch,B500,38666.9,Running
Diffusion,Edwards,E3000,34030.3,Failed
Etch,Edwards,E2000,32926.3,Failed
Etch,Busch,B2500,21858.4,Running
Etch,Busch,B1500,42386.1,Failed
CVD,Edwards,E2000,44266.3,Failed
CVD,Edwards,E3000,35092.2,Failed
Diffusion,Edwards,E3000,40685.5,Failed
Etch,Busch,B500,946.6,Running
Diffusion,Busch,B2500,27774.0,Running
Etch,Busch,B1500,11121.9,Failed
CVD,Busch,B500,59968.4,Failed
Etch,Edwards,E1000,9734.7,Failed
CVD,Edwards,E3000,1039.9,Running
Diffusion,Edwards,E3000,20338.8,Running
Etch,Busch,B1500,21035.3,Failed
CVD,Busch,B1500,8522.3,Running
CVD,Busch,B500,30793.5,Running
CVD,Busch,B1500,15429.8,Running
Etch,Busch,B500,7157.1,Failed
CVD,Busch,B500,34172.7,Failed
Etch,Busch,B1500,19392.1,Failed
Etch,Edwards,E1000,17137.0,Failed
Etch,Busch,B1500,14023.9,Failed
Etch,Busch,B2500,16310.2,Running
CVD,Busch,B1500,20026.9,Failed
Etch,Edwards,E1000,12254.6,Running
Etch,Busch,B1500,16629.9,Failed
Etch,Busch,B2500,56898.7,Failed
Etch,Busch,B500,4540.3,Running
Diffusion,Busch,B1500,6230.7,Running
CVD,Edwards,E2000,21232.6,Failed
Etch,Busch,B2500,22978.9,Failed
Etch,Busch,B500,1550.4,Failed
Etch,Edwards,E2000,32997.1,Running
CVD,Edwards,E1000,17176.5,Failed
Diffusion,Edwards,E2000,7418.7,Failed
Diffusion,Edwards,E3000,46836.0,Running
Etch,Busch,B2500,28454.9,Running
Etch,Busch,B2500,28819.9,Failed
Diffusion,Busch,B2500,25820.0,Running
CVD,Edwards,E1000,22823.9,Failed
CVD,Busch,B500,53527.7,Failed
CVD,Edwards,E2000,39607.2,Failed
Diffusion,Busch,B2500,40973.9,Failed
CVD,Edwards,E2000,23202.8,Failed
Diffusion,Edwards,E3000,11764.3,Running
CVD,Edwards,E1000,11451.9,Running
CVD,Busch,B500,10556.2,Running
CVD,Busch,B500,17568.4,Failed
Etch,Edwards,E1000,18115.8,Running
Diffusion,Busch,B2500,24819.0,Failed
Diffusion,Busch,B1500,15932.3,Running
Etch,Edwards,E3000,33226.9,Failed
CVD,Busch,B500,16421.9,Running
Diffusion,Edwards,E2000,17576.8,Failed
Diffusion,Edwards,E3000,22771.1,Failed
CVD,Busch,B500,32215.7,Failed
CVD,Edwards,E1000,12306.9,Failed
CVD,Busch,B500,53108.2,Failed
CVD,Edwards,E2000,38591.6,Failed
Diffusion,Busch,B2500,44464.9,Running
Etch,Busch,B1500,14365.0,Running
Diffusion,Busch,B500,3969.1,Failed
Etch,Busch,B1500,13308.8,Failed
Etch,Busch,B1500,40567.9,Failed
CVD,Busch,B500,39822.0,Failed
Etch,Busch,B1500,21045.3,Running
Etch,Edwards,E2000,38219.7,Running
Diffusion,Edwards,E3000,29872.0,Running
Diffusion,Edwards,E1000,32368.3,Failed
Etch,Busch,B1500,17904.7,Failed
Etch,Busch,B1500,17529.2,Failed
Diffusion,Edwards,E3000,26061.7,Running
Etch,Busch,B2500,24853.1,Running
Etch,Edwards,E1000,11628.6,Running
Etch,Busch,B2500,23691.2,Running
CVD,Busch,B2500,40378.5,Failed
CVD,Edwards,E1000,21634.4,Failed
CVD,Busch,B2500,67870.2,Running
CVD,Busch,B2500,57938.1,Running
CVD,Edwards,E2000,24977.2,Running
Etch,Busch,B1500,17963.4,Failed
Etch,Busch,B1500,7921.0,Failed
Diffusion,Edwards,E3000,20359.1,Running
Diffusion,Busch,B2500,15828.4,Running
CVD,Edwards,E1000,26069.8,Failed
Diffusion,Edwards,E3000,34791.6,Failed
Diffusion,Edwards,E2000,12840.2,Failed
Etch,Busch,B2500,27586.4,Running
CVD,Busch,B2500,53655.9,Failed
Etch,Busch,B500,3244.1,Running
CVD,Edwards,E2000,14445.2,Running
Etch,Edwards,E1000,12562.1,Running
CVD,Edwards,E3000,63514.3,Failed
Etch,Edwards,E2000,11493.4,Failed
Etch,Edwards,E2000,48541.9,Running
CVD,Busch,B500,43288.8,Failed
Diffusion,Busch,B2500,41551.2,Failed
Etch,Busch,B2500,51286.7,Failed
Etch,Edwards,E1000,6687.3,Running
CVD,Edwards,E1000,33042.7,Failed
Etch,Busch,B1500,36722.0,Failed
Etch,Busch,B500,15992.0,Failed
Diffusion,Edwards,E2000,3238.3,Running
Diffusion,Edwards,E1000,25404.8,Failed
CVD,Edwards,E1000,17426.6,Failed
Etch,Busch,B2500,22730.6,Running
Etch,Busch,B1500,17535.8,Failed
Etch,Edwards,E1000,12093.0,Failed
CVD,Busch,B2500,37084.6,Running
CVD,Edwards,E3000,14759.0,Failed
Diffusion,Busch,B1500,11571.6,Failed
Diffusion,Edwards,E3000,25197.3,Failed
Diffusion,Edwards,E1000,25569.3,Failed
Etch,Busch,B2500,41444.0,Failed
Diffusion,Edwards,E1000,35479.9,Failed
Etch,Edwards,E1000,18896.5,Failed
Diffusion,Edwards,E2000,26421.0,Running
Etch,Busch,B1500,31422.3,Failed
Diffusion,Busch,B500,3648.0,Running
CVD,Edwards,E1000,3992.0,Running
CVD,Edwards,E1000,3068.7,Running
Etch,Busch,B1500,53725.8,Failed
Etch,Busch,B500,17329.3,Failed
Diffusion,Edwards,E2000,15151.1,Failed
Etch,Busch,B2500,36551.0,Running
Etch,Busch,B1500,12440.4,Running
Etch,Edwards,E2000,33702.6,Running
Diffusion,Edwards,E3000,35323.2,Failed
Diffusion,Edwards,E1000,16469.3,Failed
Etch,Busch,B2500,27613.8,Failed
CVD,Edwards,E1000,4797.6,Running
Diffusion,Edwards,E2000,9123.2,Failed
Diffusion,Busch,B2500,9022.6,Running
Diffusion,Edwards,E2000,24112.0,Running
Diffusion,Edwards,E3000,32525.2,Running
Etch,Busch,B1500,14191.6,Failed
